Date,Amount,Sender,Receiver
2024-05-20,172.66,586,71
2024-03-17,189.93,71,461
2024-03-08,170.94,461,360
2024-10-27,153.85,360,217
2024-11-06,330.52,472,521
2024-10-30,363.57,521,973
2024-06-10,327.21,973,279
2024-11-07,359.93,279,957
2024-05-10,395.92,957,472
2024-03-04,527.39,139,572
2024-06-07,474.65,572,249
2024-01-22,427.19,249,862
2024-02-13,384.47,862,480
2024-03-10,346.02,480,139
2024-01-08,244.77,195,385
2024-04-27,220.29,385,63
2024-05-12,242.32,63,23
2024-06-03,266.55,23,640
2024-05-17,293.21,640,195
2024-04-23,846.53,715,673
2024-07-22,931.18,673,110
2024-03-30,1024.3,110,750
2024-11-17,1126.73,750,396
2024-10-22,1239.4,396,715
2024-03-07,42.59,754,355
2024-06-06,46.85,355,787
2024-11-19,42.16,787,41
2024-12-02,46.38,41,277
2024-10-06,41.74,277,754
2024-03-22,653.11,549,933
2024-01-02,718.42,933,614
2024-02-25,790.26,614,990
2024-09-08,869.29,990,803
2024-09-20,782.36,803,549
2024-06-19,446.25,450,166
2024-12-24,401.62,166,707
2024-07-17,361.46,707,796
2024-06-20,397.61,796,922
2024-01-19,357.85,922,450
2024-11-28,447.94,82,508
2024-02-10,403.15,508,615
2024-07-31,362.83,615,198
2024-02-12,326.55,198,45
2024-04-12,293.9,45,82
2024-04-01,770.82,342,856
2024-04-07,847.9,856,228
2024-12-19,932.69,228,262
2024-05-06,1025.96,262,24
2024-06-11,1128.56,24,342
2024-12-02,419.59,103,757
2024-10-19,377.63,757,412
2024-05-31,415.39,412,979
2024-01-09,456.93,979,534
2024-03-28,502.62,534,103
2024-09-12,707.16,638,291
2024-05-05,636.44,291,670
2024-10-09,700.08,670,452
2024-12-28,770.09,452,259
2024-12-30,693.08,259,638
2024-02-06,438.46,323,60
2024-05-30,394.61,60,4
2024-12-23,434.07,4,764
2024-08-19,477.48,764,244
2024-01-09,429.73,244,323
2024-12-08,867.3,477,227
2024-02-13,780.57,227,22
2024-02-20,702.51,22,378
2024-02-23,632.26,378,9
2024-09-14,569.03,9,477
2024-10-12,809.67,906,967
2024-06-26,728.7,967,223
2024-03-21,801.57,223,101
2024-02-04,721.41,101,155
2024-05-24,793.55,155,906
2024-08-01,420.57,429,135
2024-09-06,462.63,135,641
2024-03-25,508.89,641,40
2024-06-07,458.0,40,321
2024-11-11,503.8,321,429
2024-06-22,387.87,560,339
2024-03-08,349.08,339,334
2024-03-13,314.17,334,654
2024-01-27,282.75,654,758
2024-02-12,254.47,758,560
2024-09-28,583.55,887,68
2024-12-21,641.9,68,654
2024-11-13,706.09,654,157
2024-08-13,635.48,157,973
2024-03-29,699.03,973,887
2024-05-31,208.68,808,965
2024-09-06,229.55,965,988
2024-10-06,206.6,988,674
2024-02-25,185.94,674,407
2024-03-20,167.35,407,808
2024-05-19,152.06,436,220
2024-07-25,167.27,220,132
2024-08-06,150.54,132,140
2024-09-25,165.59,140,362
2024-12-27,149.03,362,436
2024-11-23,218.82,590,869
2024-01-02,196.94,869,257
2024-07-26,216.63,257,234
2024-10-11,238.29,234,941
2024-06-30,262.12,941,590
2024-04-27,313.56,916,419
2024-04-12,282.2,419,542
2024-12-17,310.42,542,16
2024-05-29,341.46,16,487
2024-06-20,375.61,487,916
2024-02-07,349.55,711,924
2024-11-09,314.6,924,136
2024-08-04,283.14,136,653
2024-01-24,254.83,653,205
2024-05-25,280.31,205,711
2024-01-14,875.93,989,365
2024-10-07,788.34,365,913
2024-03-24,709.51,913,789
2024-08-20,780.46,789,754
2024-06-14,858.51,754,989
2024-11-28,497.75,365,603
2024-09-18,547.53,603,285
2024-04-09,602.28,285,681
2024-05-11,662.51,681,904
2024-10-02,596.26,904,365
2024-07-27,846.27,553,869
2024-11-17,930.9,869,989
2024-08-18,837.81,989,720
2024-11-14,754.03,720,852
2024-05-23,829.43,852,553
2024-07-13,348.16,710,445
2024-03-30,313.34,445,745
2024-09-27,344.67,745,958
2024-03-12,379.14,958,382
2024-04-11,417.05,382,710
2024-02-24,250.75,377,651
2024-08-27,225.68,651,897
2024-09-18,248.25,897,743
2024-09-20,223.43,743,982
2024-11-11,201.09,982,377
2024-08-17,255.78,851,44
2024-06-17,281.36,44,491
2024-08-14,253.22,491,830
2024-04-18,227.9,830,407
2024-11-22,250.69,407,851
2024-03-06,315.24,645,509
2024-12-10,283.72,509,372
2024-04-22,255.35,372,940
2024-04-02,229.81,940,743
2024-12-16,252.79,743,645
2024-06-11,869.43,409,678
2024-12-08,782.49,678,184
2024-08-19,704.24,184,478
2024-09-06,774.66,478,892
2024-10-15,852.13,892,409
2024-09-21,287.94,996,720
2024-05-12,259.15,720,890
2024-11-21,285.06,890,586
2024-09-17,256.55,586,815
2024-05-15,282.21,815,996
2024-07-30,714.38,459,482
2024-07-14,785.82,482,549
2024-05-08,707.24,549,935
2024-08-01,636.52,935,177
2024-08-29,700.17,177,459
2024-12-08,724.88,981,415
2024-06-23,797.37,415,118
2024-01-22,877.11,118,551
2024-09-22,789.4,551,661
2024-03-20,710.46,661,981
2024-06-17,142.44,331,879
2024-04-19,128.2,879,356
2024-07-01,115.38,356,933
2024-03-09,103.84,933,475
2024-10-05,114.22,475,331
2024-12-17,248.55,155,878
2024-12-09,223.7,878,133
2024-03-30,201.33,133,126
2024-04-02,221.46,126,584
2024-06-10,243.61,584,155
2024-08-07,251.81,979,426
2024-03-02,226.63,426,323
2024-03-19,249.29,323,886
2024-12-19,274.22,886,831
2024-04-20,301.64,831,979
2024-11-18,42.94,72,406
2024-12-24,47.23,406,910
2024-06-30,51.95,910,750
2024-04-09,46.76,750,465
2024-06-01,51.44,465,72
2024-10-09,498.14,38,795
2024-10-09,547.95,795,770
2024-03-03,602.75,770,852
2024-04-27,542.48,852,244
2024-10-27,596.73,244,38
2024-12-11,875.38,685,654
2024-08-02,787.84,654,693
2024-06-23,866.62,693,756
2024-02-29,779.96,756,724
2024-06-23,701.96,724,685
2024-07-02,421.45,259,418
2024-04-24,379.31,418,756
2024-12-17,417.24,756,189
2024-01-14,375.52,189,94
2024-01-22,337.97,94,259
2024-02-01,860.61,468,28
2024-05-22,946.67,28,767
2024-07-11,852.0,767,236
2024-01-08,937.2,236,766
2024-06-15,1030.92,766,468
2024-07-18,1022.31,928,171
2024-11-04,1124.54,171,270
2024-08-10,1012.09,270,312
2024-04-02,910.88,312,817
2024-12-28,819.79,817,928
2024-03-03,1042.4,52,290
2024-06-07,938.16,290,781
2024-12-22,844.34,781,681
2024-09-06,928.77,681,353
2024-11-06,1021.65,353,52
2024-01-25,795.24,359,231
2024-08-14,715.72,231,755
2024-09-16,644.15,755,930
2024-05-05,579.74,930,746
2024-09-04,521.77,746,359
2024-09-09,251.57,814,954
2024-06-28,226.41,954,209
2024-12-21,249.05,209,229
2024-07-14,224.15,229,739
2024-12-06,201.74,739,814
2024-08-12,662.22,13,39
2024-03-09,728.44,39,296
2024-09-10,655.6,296,426
2024-12-09,590.04,426,273
2024-05-27,531.04,273,13
2024-06-30,562.98,218,988
2024-12-06,619.28,988,296
2024-10-09,681.21,296,420
2024-12-15,613.09,420,609
2024-08-18,551.78,609,218
2024-07-15,1002.54,450,556
2024-07-04,902.29,556,840
2024-06-18,812.06,840,288
2024-04-15,730.85,288,717
2024-02-26,803.94,717,450
2024-12-01,511.71,968,657
2024-09-16,460.54,657,382
2024-07-08,506.59,382,527
2024-09-17,455.93,527,131
2024-02-22,410.34,131,968
2024-03-03,869.01,382,750
2024-09-26,955.91,750,136
2024-08-13,1051.5,136,468
2024-03-13,946.35,468,401
2024-02-17,851.72,401,382
2024-02-11,546.38,702,147
2024-12-15,601.02,147,770
2024-01-30,540.92,770,60
2024-07-03,486.83,60,779
2024-05-12,535.51,779,702
2024-01-19,1095.68,412,59
2024-11-22,1205.25,59,28
2024-01-22,1325.78,28,833
2024-01-04,1458.36,833,624
2024-05-03,1312.52,624,412
2024-07-31,189.09,239,976
2024-09-27,208.0,976,755
2024-05-07,187.2,755,675
2024-03-21,168.48,675,328
2024-08-03,151.63,328,239
2024-09-18,1094.16,928,561
2024-07-01,1203.58,561,177
2024-12-12,1323.94,177,599
2024-03-22,1456.33,599,220
2024-08-26,1310.7,220,928
2024-12-26,72.41,803,903
2024-02-07,79.65,903,318
2024-03-15,87.62,318,602
2024-03-07,96.38,602,164
2024-12-22,86.74,164,803
2024-10-31,482.28,290,422
2024-08-16,530.51,422,613
2024-03-05,583.56,613,892
2024-06-27,525.2,892,621
2024-04-20,472.68,621,290
2024-06-22,869.53,396,482
2024-07-04,782.58,482,507
2024-10-28,860.84,507,13
2024-06-23,774.76,13,211
2024-11-08,852.24,211,396
2024-04-08,69.42,714,87
2024-11-24,76.36,87,337
2024-10-21,84.0,337,465
2024-12-30,92.4,465,780
2024-05-26,101.64,780,714
2024-10-10,468.74,184,886
2024-01-26,421.87,886,847
2024-12-06,379.68,847,836
2024-08-17,341.71,836,785
2024-03-10,307.54,785,184
2024-04-12,549.43,145,891
2024-10-16,604.37,891,170
2024-04-17,664.81,170,839
2024-02-07,598.33,839,349
2024-07-30,658.16,349,145
2024-03-09,769.96,831,957
2024-09-19,846.96,957,489
2024-08-12,931.66,489,454
2024-02-27,1024.83,454,662
2024-11-28,1127.31,662,831
2024-01-05,286.48,479,557
2024-06-03,257.83,557,186
2024-10-22,232.05,186,282
2024-02-20,208.85,282,836
2024-01-12,187.97,836,479
2024-02-14,246.02,100,870
2024-09-02,270.62,870,641
2024-10-03,243.56,641,128
2024-05-12,267.92,128,51
2024-09-06,241.13,51,100
2024-04-05,881.76,152,877
2024-12-25,793.58,877,54
2024-12-17,872.94,54,395
2024-03-21,785.65,395,269
2024-07-26,864.22,269,152
2024-05-30,399.19,346,867
2024-05-18,439.11,867,934
2024-07-30,395.2,934,399
2024-05-13,355.68,399,5
2024-12-24,391.25,5,346
2024-08-07,158.97,586,366
2024-11-23,143.07,366,984
2024-05-25,157.38,984,724
2024-12-18,141.64,724,25
2024-11-27,127.48,25,586
2024-01-29,132.52,300,241
2024-08-19,119.27,241,375
2024-05-16,131.2,375,579
2024-03-27,144.32,579,370
2024-10-09,158.75,370,300
2024-06-07,112.92,888,807
2024-10-12,124.21,807,550
2024-11-08,111.79,550,572
2024-12-26,100.61,572,242
2024-08-05,110.67,242,888
2024-04-19,809.45,80,726
2024-07-25,890.4,726,527
2024-01-11,979.44,527,294
2024-08-25,881.5,294,954
2024-12-30,793.35,954,80
2024-05-30,715.02,576,3
2024-03-18,643.52,3,889
2024-09-23,579.17,889,323
2024-01-09,521.25,323,841
2024-01-24,573.38,841,576
2024-06-30,56.06,914,224
2024-02-03,61.67,224,486
2024-06-10,55.5,486,740
2024-06-30,49.95,740,39
2024-04-10,44.96,39,914
2024-07-21,679.06,383,297
2024-05-20,611.15,297,554
2024-10-21,550.03,554,559
2024-02-13,495.03,559,433
2024-10-14,445.53,433,383
2024-01-30,293.89,296,514
2024-10-02,323.28,514,763
2024-06-11,355.61,763,647
2024-02-15,391.17,647,179
2024-11-21,352.05,179,296
2024-04-06,93.25,950,56
2024-11-12,83.92,56,791
2024-03-22,75.53,791,13
2024-07-15,67.98,13,878
2024-08-28,61.18,878,950
2024-05-12,186.23,737,700
2024-09-20,167.61,700,160
2024-02-25,150.85,160,39
2024-09-15,135.76,39,837
2024-04-07,149.34,837,737
2024-12-09,227.84,245,682
2024-02-05,250.62,682,461
2024-08-15,275.68,461,624
2024-05-16,248.11,624,981
2024-12-28,272.92,981,245
2024-07-14,333.71,357,337
2024-09-15,300.34,337,46
2024-04-26,330.37,46,202
2024-10-25,363.41,202,450
2024-05-17,327.07,450,357
2024-03-23,618.16,929,636
2024-01-24,679.98,636,688
2024-09-13,611.98,688,728
2024-10-27,673.18,728,104
2024-06-10,605.86,104,929
2024-08-21,554.32,467,946
2024-12-24,498.89,946,537
2024-03-13,449.0,537,695
2024-06-18,404.1,695,785
2024-02-09,363.69,785,467
2024-04-29,167.85,969,280
2024-06-14,151.06,280,818
2024-12-10,135.95,818,78
2024-11-18,122.35,78,279
2024-11-06,110.11,279,969
2024-10-27,468.95,581,899
2024-12-15,422.06,899,755
2024-06-09,379.85,755,114
2024-10-14,417.84,114,930
2024-09-22,376.06,930,581
2024-04-24,227.95,727,679
2024-01-18,250.75,679,184
2024-08-17,225.68,184,472
2024-08-15,248.25,472,740
2024-06-26,273.08,740,727
2024-08-03,399.09,936,71
2024-06-27,359.18,71,713
2024-12-29,323.26,713,48
2024-05-04,290.93,48,672
2024-04-06,320.02,672,936
2024-01-21,231.63,687,293
2024-10-10,208.47,293,184
2024-07-13,229.32,184,264
2024-09-06,206.39,264,985
2024-08-26,227.03,985,687
2024-01-17,856.4,782,528
2024-05-29,942.04,528,544
2024-02-22,847.84,544,663
2024-11-23,932.62,663,865
2024-06-18,1025.88,865,782
2024-12-28,759.25,991,683
2024-08-25,835.18,683,909
2024-01-03,751.66,909,483
2024-02-05,676.49,483,841
2024-12-31,744.14,841,991
2024-09-06,450.84,448,200
2024-09-11,495.92,200,557
2024-08-08,545.51,557,768
2024-07-05,490.96,768,239
2024-07-16,441.86,239,448
2024-04-29,172.5,395,147
2024-07-28,189.75,147,185
2024-08-12,208.73,185,248
2024-01-15,229.6,248,121
2024-01-25,252.56,121,395
2024-11-19,416.8,719,595
2024-10-03,375.12,595,991
2024-03-19,412.63,991,161
2024-10-29,371.37,161,402
2024-03-29,408.51,402,719
2024-11-16,891.02,75,229
2024-03-26,980.12,229,858
2024-10-10,1078.13,858,191
2024-05-17,970.32,191,794
2024-11-24,1067.35,794,75
2024-10-14,682.12,997,855
2024-05-23,750.33,855,568
2024-04-03,825.36,568,170
2024-11-08,907.9,170,163
2024-12-15,817.11,163,997
2024-10-12,867.24,575,437
2024-05-16,780.52,437,19
2024-04-12,858.57,19,353
2024-05-02,944.43,353,414
2024-12-08,1038.87,414,575
2024-09-28,587.09,455,146
2024-02-18,645.8,146,423
2024-04-30,710.38,423,755
2024-12-06,781.42,755,749
2024-02-11,859.56,749,455
2024-02-19,261.93,516,177
2024-11-30,288.12,177,350
2024-03-04,316.93,350,598
2024-12-22,348.62,598,301
2024-04-06,313.76,301,516
2024-09-19,701.93,444,52
2024-10-21,631.74,52,693
2024-06-02,694.91,693,351
2024-03-13,625.42,351,407
2024-08-18,687.96,407,444
2024-01-02,64.11,505,210
2024-04-12,57.7,210,463
2024-12-14,63.47,463,981
2024-07-26,69.82,981,895
2024-01-30,76.8,895,505
2024-01-21,229.78,279,388
2024-09-25,206.8,388,936
2024-11-04,186.12,936,961
2024-05-03,204.73,961,601
2024-03-04,225.2,601,279
2024-01-30,271.66,965,101
2024-10-07,244.49,101,281
2024-01-21,268.94,281,668
2024-10-20,295.83,668,950
2024-01-26,266.25,950,965
2024-06-25,505.56,480,334
2024-09-05,556.12,334,515
2024-11-04,500.51,515,592
2024-07-15,450.46,592,239
2024-06-07,495.51,239,480
2024-05-08,977.08,180,171
2024-05-14,879.37,171,443
2024-07-30,791.43,443,900
2024-10-19,870.57,900,412
2024-06-16,957.63,412,180
2024-09-05,278.41,818,839
2024-10-19,306.25,839,719
2024-07-31,275.62,719,18
2024-06-22,303.18,18,300
2024-02-08,333.5,300,818
2024-04-19,946.45,735,864
2024-06-30,851.81,864,313
2024-04-13,766.63,313,652
2024-10-06,843.29,652,818
2024-10-31,927.62,818,735
2024-09-15,31.65,499,484
2024-10-28,28.48,484,477
2024-04-20,25.63,477,742
2024-03-16,23.07,742,504
2024-07-18,25.38,504,499
2024-11-27,267.8,370,101
2024-06-30,294.58,101,391
2024-06-27,265.12,391,233
2024-12-16,291.63,233,993
2024-05-18,262.47,993,370
2024-03-12,228.44,333,373
2024-04-30,205.6,373,506
2024-03-07,185.04,506,22
2024-08-31,203.54,22,208
2024-09-12,183.19,208,333
2024-01-06,346.91,417,809
2024-08-24,381.6,809,528
2024-05-25,419.76,528,200
2024-09-24,377.78,200,149
2024-12-16,340.0,149,417
2024-12-26,1082.5,91,978
2024-01-09,1190.75,978,313
2024-10-06,1071.67,313,532
2024-03-15,1178.84,532,940
2024-01-17,1060.96,940,91
2024-08-17,747.97,739,941
2024-05-13,673.17,941,684
2024-12-30,740.49,684,629
2024-04-29,814.54,629,536
2024-09-23,733.09,536,739
2024-06-30,667.77,736,10
2024-09-01,600.99,10,330
2024-12-16,540.89,330,32
2024-09-25,486.8,32,895
2024-04-28,535.48,895,736
2024-07-30,788.1,358,585
2024-06-02,866.91,585,292
2024-05-18,953.6,292,877
2024-01-30,1048.96,877,101
2024-05-25,944.06,101,358
2024-02-06,500.99,725,811
2024-05-14,450.89,811,284
2024-05-12,495.98,284,356
2024-09-21,545.58,356,208
2024-12-04,491.02,208,725
2024-10-31,61.09,978,680
2024-01-28,54.98,680,445
2024-07-02,60.48,445,878
2024-05-07,66.53,878,259
2024-12-30,59.88,259,978
2024-11-30,649.24,374,448
2024-04-02,714.16,448,306
2024-01-09,785.58,306,516
2024-06-11,864.14,516,999
2024-11-14,950.55,999,374
2024-08-21,1093.28,514,729
2024-06-30,983.95,729,617
2024-02-15,885.56,617,705
2024-06-11,974.12,705,816
2024-04-04,876.71,816,514
2024-06-09,774.49,942,519
2024-01-16,697.04,519,485
2024-01-23,627.34,485,237
2024-01-05,690.07,237,509
2024-12-15,759.08,509,942
2024-01-25,1049.07,142,757
2024-06-02,1153.98,757,497
2024-07-09,1269.38,497,79
2024-06-02,1396.32,79,68
2024-10-12,1535.95,68,142
2024-03-17,727.15,154,683
2024-12-19,654.43,683,526
2024-12-13,588.99,526,921
2024-03-16,647.89,921,959
2024-06-23,583.1,959,154
2024-04-09,402.59,589,330
2024-07-10,362.33,330,152
2024-04-06,398.56,152,229
2024-02-19,358.7,229,484
2024-04-29,322.83,484,589
2024-11-13,497.05,332,248
2024-05-19,447.35,248,167
2024-10-05,402.62,167,995
2024-06-18,362.36,995,36
2024-10-10,326.12,36,332
2024-04-12,190.48,913,746
2024-03-31,209.53,746,87
2024-06-11,230.48,87,890
2024-02-03,253.53,890,554
2024-02-19,278.88,554,913
2024-04-12,334.82,128,904
2024-01-03,301.34,904,940
2024-08-02,331.47,940,969
2024-01-21,298.32,969,811
2024-09-18,328.15,811,128
2024-06-15,507.23,645,902
2024-06-15,456.51,902,659
2024-12-01,410.86,659,331
2024-01-27,451.95,331,462
2024-09-16,497.15,462,645
2024-04-01,278.7,868,980
2024-02-15,250.83,980,506
2024-02-24,225.75,506,859
2024-12-29,248.33,859,764
2024-05-02,223.5,764,868
2024-11-08,188.86,936,368
2024-02-29,169.97,368,989
2024-11-18,152.97,989,708
2024-10-31,137.67,708,987
2024-04-16,123.9,987,936
2024-10-03,91.94,994,932
2024-12-14,101.13,932,796
2024-01-23,111.24,796,634
2024-11-23,122.36,634,831
2024-02-28,134.6,831,994
2024-07-16,703.35,223,783
2024-02-17,633.01,783,199
2024-09-01,696.31,199,527
2024-07-16,626.68,527,218
2024-10-07,689.35,218,223
2024-05-20,581.37,173,626
2024-11-06,639.51,626,436
2024-05-10,703.46,436,202
2024-01-21,633.11,202,192
2024-07-05,696.42,192,173
2024-01-28,589.77,241,443
2024-03-02,530.79,443,901
2024-01-29,583.87,901,451
2024-08-22,642.26,451,595
2024-06-16,706.49,595,241
2024-02-17,628.25,51,672
2024-08-22,565.43,672,621
2024-11-14,621.97,621,137
2024-08-23,684.17,137,228
2024-11-23,752.59,228,51
2024-02-18,986.58,889,489
2024-09-13,1085.24,489,931
2024-07-04,976.72,931,998
2024-12-12,879.05,998,698
2024-07-25,966.96,698,889
2024-01-02,360.98,906,457
2024-03-02,397.08,457,501
2024-01-27,357.37,501,869
2024-02-26,393.11,869,167
2024-03-01,353.8,167,906
2024-10-23,321.44,109,855
2024-05-29,289.3,855,593
2024-03-18,260.37,593,309
2024-10-13,286.41,309,930
2024-01-01,257.77,930,109
2024-09-28,902.06,287,376
2024-12-26,992.27,376,371
2024-03-18,893.04,371,468
2024-02-01,982.34,468,946
2024-12-11,1080.57,946,287
2024-06-24,757.42,444,596
2024-08-31,681.68,596,943
2024-07-01,749.85,943,101
2024-02-24,674.87,101,163
2024-09-28,607.38,163,444
2024-02-22,364.5,959,239
2024-01-15,328.05,239,206
2024-11-05,360.86,206,755
2024-07-24,324.77,755,341
2024-07-30,357.25,341,959
2024-03-18,266.6,361,782
2024-02-19,293.26,782,330
2024-09-13,263.93,330,907
2024-11-11,290.32,907,226
2024-09-05,319.35,226,361
2024-07-04,452.8,44,175
2024-05-20,407.52,175,980
2024-07-27,366.77,980,469
2024-04-01,403.45,469,187
2024-08-27,443.8,187,44
2024-01-24,367.27,662,303
2024-01-04,404.0,303,595
2024-07-09,363.6,595,221
2024-02-02,327.24,221,820
2024-03-21,294.52,820,662
2024-03-15,29.06,64,133
2024-12-08,26.15,133,351
2024-05-16,23.54,351,938
2024-02-22,25.89,938,624
2024-02-19,28.48,624,64
2024-11-02,267.08,915,659
2024-03-31,240.37,659,989
2024-08-07,216.33,989,662
2024-07-21,237.96,662,835
2024-03-08,261.76,835,915
2024-03-10,89.98,233,226
2024-02-13,80.98,226,224
2024-06-18,72.88,224,677
2024-03-21,80.17,677,270
2024-05-25,88.19,270,233
2024-12-04,699.46,67,555
2024-03-02,769.41,555,527
2024-02-24,846.35,527,762
2024-01-22,930.99,762,12
2024-11-30,837.89,12,67
2024-01-09,458.85,297,425
2024-08-29,504.74,425,867
2024-08-01,555.21,867,281
2024-04-26,499.69,281,669
2024-12-07,449.72,669,297
2024-07-17,496.18,402,811
2024-02-26,545.8,811,875
2024-05-04,491.22,875,465
2024-03-30,540.34,465,619
2024-07-24,486.31,619,402
2024-08-19,216.8,403,557
2024-05-20,195.12,557,863
2024-05-16,214.63,863,539
2024-08-22,193.17,539,324
2024-04-13,212.49,324,403
2024-09-07,761.74,760,608
2024-09-01,685.57,608,460
2024-05-29,617.01,460,936
2024-02-28,555.31,936,522
2024-04-05,610.84,522,760
2024-11-03,69.99,960,629
2024-03-01,62.99,629,463
2024-11-10,56.69,463,797
2024-07-19,51.02,797,627
2024-01-05,45.92,627,960
2024-05-07,634.76,596,451
2024-09-21,698.24,451,704
2024-11-07,768.06,704,745
2024-05-09,691.25,745,317
2024-03-19,760.38,317,596
2024-03-08,866.4,711,468
2024-04-14,779.76,468,926
2024-04-26,701.78,926,629
2024-02-03,631.6,629,604
2024-03-14,568.44,604,711
2024-09-30,390.18,905,715
2024-02-19,429.2,715,643
2024-07-17,386.28,643,74
2024-02-20,347.65,74,999
2024-02-03,382.42,999,905
2024-05-18,796.07,186,460
2024-08-28,875.68,460,405
2024-08-01,963.25,405,169
2024-02-23,866.93,169,500
2024-06-16,780.24,500,186
2024-02-07,204.61,825,896
2024-01-08,225.07,896,815
2024-05-10,247.58,815,288
2024-09-18,222.82,288,200
2024-03-14,200.54,200,825
2024-01-21,427.58,314,73
2024-12-07,470.34,73,249
2024-07-16,423.31,249,101
2024-02-01,465.64,101,18
2024-04-18,419.08,18,314
2024-01-06,157.16,346,845
2024-10-18,141.44,845,714
2024-01-01,127.3,714,611
2024-06-30,140.03,611,720
2024-11-18,126.03,720,346
2024-09-18,58.26,198,851
2024-09-01,52.43,851,900
2024-02-08,47.19,900,899
2024-01-18,51.91,899,338
2024-03-07,57.1,338,198
2024-09-30,184.37,793,677
2024-06-29,165.93,677,218
2024-08-13,149.34,218,128
2024-01-31,164.27,128,541
2024-07-14,180.7,541,793
2024-07-29,198.55,300,1
2024-01-24,178.7,1,39
2024-01-31,196.57,39,166
2024-01-03,176.91,166,747
2024-11-29,194.6,747,300
2024-05-29,887.7,804,901
2024-06-22,798.93,901,766
2024-03-24,719.04,766,733
2024-06-22,790.94,733,962
2024-11-26,711.85,962,804
2024-07-17,120.35,285,451
2024-10-09,108.31,451,390
2024-01-15,119.14,390,74
2024-04-27,131.05,74,363
2024-10-05,144.16,363,285
2024-07-21,682.04,404,985
2024-04-19,750.24,985,336
2024-08-08,675.22,336,703
2024-10-08,742.74,703,936
2024-07-18,668.47,936,404
2024-09-01,520.86,984,870
2024-08-11,572.95,870,91
2024-05-31,630.25,91,289
2024-11-01,567.23,289,175
2024-08-07,510.51,175,984
2024-11-22,457.3,564,597
2024-05-31,503.03,597,868
2024-07-02,553.33,868,841
2024-08-16,498.0,841,438
2024-08-17,547.8,438,564
2024-04-03,310.17,698,47
2024-09-10,341.19,47,803
2024-03-30,375.31,803,785
2024-09-01,337.78,785,81
2024-01-12,371.56,81,698
2024-03-31,533.36,374,228
2024-11-01,480.02,228,729
2024-01-23,432.02,729,508
2024-07-02,475.22,508,797
2024-09-15,522.74,797,374
2024-01-30,772.53,498,384
2024-12-14,849.78,384,141
2024-09-08,934.76,141,928
2024-05-08,841.28,928,398
2024-08-28,925.41,398,498
2024-01-25,452.79,603,674
2024-05-03,498.07,674,575
2024-11-06,547.88,575,252
2024-05-27,493.09,252,413
2024-08-28,542.4,413,603
2024-11-12,164.23,601,658
2024-10-28,180.65,658,115
2024-09-08,162.59,115,642
2024-01-30,178.85,642,905
2024-12-30,196.74,905,601
2024-01-30,734.0,294,499
2024-03-21,660.6,499,38
2024-06-17,726.66,38,254
2024-06-24,653.99,254,693
2024-10-27,719.39,693,294
2024-05-13,477.41,721,955
2024-03-05,525.15,955,237
2024-05-04,472.63,237,912
2024-08-24,519.89,912,863
2024-05-24,467.9,863,721
2024-05-08,224.24,188,890
2024-11-08,246.66,890,806
2024-03-06,271.33,806,794
2024-01-13,244.2,794,204
2024-04-20,219.78,204,188
2024-01-08,514.59,81,641
2024-12-12,463.13,641,36
2024-05-05,416.82,36,412
2024-03-28,375.14,412,318
2024-02-09,337.63,318,81
2024-02-09,819.21,286,226
2024-10-10,901.13,226,596
2024-07-16,811.02,596,1
2024-02-19,892.12,1,203
2024-05-13,802.91,203,286
2024-02-06,101.29,187,694
2024-04-09,111.42,694,446
2024-07-31,100.28,446,415
2024-02-29,90.25,415,644
2024-07-23,81.23,644,187
2024-10-06,642.25,747,397
2024-02-03,706.48,397,885
2024-05-23,635.83,885,961
2024-12-24,572.25,961,46
2024-10-25,515.02,46,747
2024-04-01,674.12,73,606
2024-07-16,741.53,606,777
2024-06-19,815.68,777,441
2024-04-29,897.25,441,6
2024-08-20,986.98,6,73
2024-09-11,18.92,335,276
2024-08-07,20.81,276,245
2024-12-14,22.89,245,399
2024-04-19,20.6,399,311
2024-11-25,18.54,311,335
2024-08-02,82.42,968,779
2024-11-05,74.18,779,264
2024-09-07,81.6,264,199
2024-12-29,73.44,199,304
2024-08-02,66.1,304,968
2024-09-05,1097.46,610,152
2024-07-25,987.71,152,181
2024-07-15,888.94,181,279
2024-05-14,977.83,279,83
2024-01-09,1075.61,83,610
2024-05-24,500.4,888,81
2024-06-20,450.36,81,331
2024-07-16,495.4,331,486
2024-01-28,544.94,486,281
2024-04-19,599.43,281,888
2024-09-07,840.63,684,795
2024-05-28,756.57,795,430
2024-11-02,832.23,430,899
2024-02-06,915.45,899,494
2024-10-28,1007.0,494,684
2024-02-06,288.75,644,668
2024-09-14,259.88,668,984
2024-03-06,233.89,984,719
2024-10-29,257.28,719,597
2024-04-24,231.55,597,644
2024-10-10,656.21,624,364
2024-09-09,590.59,364,44
2024-02-06,531.53,44,732
2024-12-07,478.38,732,868
2024-07-18,526.22,868,624
2024-03-20,864.77,285,21
2024-10-10,951.25,21,597
2024-02-29,856.12,597,581
2024-03-03,770.51,581,975
2024-08-22,693.46,975,285
2024-05-09,773.98,403,941
2024-01-10,851.38,941,65
2024-09-09,936.52,65,608
2024-01-14,842.87,608,80
2024-11-23,927.16,80,403
2024-03-23,130.59,11,102
2024-12-03,117.53,102,754
2024-07-30,105.78,754,751
2024-03-23,116.36,751,809
2024-04-09,128.0,809,11
